rosbagTimestamp,x,z
243200000000,0.5,0
243700000000,0.5,0
243800000000,0.5,0
243900000000,0.5,0
244000000000,0.5,0
244100000000,0.5,0
244200000000,0.5,0
244300000000,0.5,0
244400000000,0.5,0
244500000000,0.5,0
244600000000,0.5,0
244700000000,0.5,0
244800000000,0.5,0
244900000000,0.5,0
245000000000,0.5,0
245100000000,0.5,0
245200000000,0.5,0
245300000000,0.5,0
245400000000,0.5,0
245500000000,0.5,0
245600000000,0.5,0
245700000000,0.5,0
245800000000,0.5,0
245900000000,0.5,0
246000000000,0.5,0
246100000000,0.5,0
246200000000,0.5,0
246300000000,0.5,0
246400000000,0.5,0
246500000000,0.5,0
246600000000,0.5,0
246700000000,0.5,0
246800000000,0,-1
247100000000,0.5,0
247600000000,0.5,0
247700000000,0.5,0
247800000000,0.5,0
247900000000,0.5,0
248000000000,0.5,0
248100000000,0.5,0
248200000000,0.5,0
248300000000,0.5,0
248400000000,0.5,0
248500000000,0.5,0
248600000000,0.5,0
248700000000,0.5,0
248800000000,0,1
249100000000,0.5,0
249600000000,0.5,0
249700000000,0.5,0
249800000000,0.5,0
249900000000,0.5,0
250000000000,0.5,0
250100000000,0.5,0
250200000000,0.5,0
250300000000,0.5,0
250400000000,0.5,0
250500000000,0.5,0
250600000000,0.5,0
250700000000,0.5,0
250800000000,0.5,0
250900000000,0.5,0
251000000000,0.5,0
251100000000,0.5,0
251200000000,0.5,0
251300000000,0.5,0
251400000000,0.5,0
251500000000,0.5,0
251600000000,0.5,0
251700000000,0.5,0
251800000000,0.5,0
251900000000,0.5,0
252000000000,0.5,0
252100000000,0.5,0
252200000000,0.5,0
252300000000,0.5,0
252400000000,0.5,0
252500000000,0.5,0
252600000000,0.5,0
252700000000,0.5,0
252800000000,0.5,0
253000000000,0.5,0
253100000000,0.5,0
253200000000,0.5,0
253300000000,0.5,0
253400000000,0.5,0
253500000000,0.5,0
253600000000,0.5,0
253700000000,0,1
254000000000,0.5,0
254500000000,0.5,0
254600000000,0.5,0
254700000000,0.5,0
254800000000,0.5,0
254900000000,0.5,0
255000000000,0.5,0
255100000000,0.5,0
255200000000,0,1
255700000000,0.5,0
256200000000,0.5,0
256300000000,0.5,0
256400000000,0.5,0
256500000000,0.5,0
256600000000,0.5,0
256700000000,0.5,0
256800000000,0.5,0
256900000000,0.5,0
257100000000,0.5,0
257200000000,0.5,0
257300000000,0.5,0
257400000000,0.5,0
257500000000,0.5,0
257600000000,0.5,0
257700000000,0.5,0
257800000000,0.5,0
257900000000,0.5,0
258000000000,0.5,0
258100000000,0.5,0
258200000000,0.5,0
258300000000,0.5,0
258400000000,0.5,0
258500000000,0.5,0
258600000000,0.5,0
258700000000,0.5,0
258800000000,0.5,0
258900000000,0.5,0
259000000000,0.5,0
259100000000,0.5,0
259200000000,0,1
259400000000,0.5,0
259900000000,0.5,0
260000000000,0.5,0
260100000000,0.5,0
260200000000,0.5,0
260300000000,0.5,0
260400000000,0.5,0
260500000000,0.5,0
260600000000,0.5,0
260700000000,0.5,0
260800000000,0.5,0
260900000000,0.5,0
261000000000,0.5,0
261100000000,0.5,0
261200000000,0.5,0
261300000000,0.5,0
261400000000,0.5,0
261500000000,0.5,0
261600000000,0.5,0
261700000000,0.5,0
261800000000,0.5,0
261900000000,0.5,0
262000000000,0.5,0
262100000000,0.5,0
262200000000,0.5,0
262300000000,0.5,0
262400000000,0.5,0
262500000000,0.5,0
262600000000,0.5,0
262700000000,0.5,0
262800000000,0.5,0
262900000000,0.5,0
263000000000,0.5,0
263100000000,0.5,0
263200000000,0.5,0
263300000000,0.5,0
263400000000,0.5,0
263500000000,0.5,0
263600000000,0.5,0
263700000000,0.5,0
263800000000,0,1
264100000000,0.5,0
264600000000,0.5,0
264700000000,0,1
265000000000,0.5,0
265100000000,0.5,0
265300000000,0,1
265800000000,0.5,0
266200000000,0.5,0
266300000000,0.5,0
266400000000,0.5,0
266500000000,0.5,0
266600000000,0.5,0
266700000000,0.5,0
266800000000,0.5,0
266900000000,0.5,0
267000000000,0.5,0
267100000000,0.5,0
267200000000,0.5,0
267300000000,0.5,0
267400000000,0.5,0
267500000000,0.5,0
267600000000,0.5,0
267700000000,0.5,0
267800000000,0.5,0
267900000000,0.5,0
268000000000,0.5,0
268100000000,0.5,0
268200000000,0.5,0
268300000000,0.5,0
268400000000,0.5,0
268500000000,0.5,0
268600000000,0.5,0
268700000000,0.5,0
268800000000,0.5,0
268900000000,0.5,0
269000000000,0.5,0
269100000000,0.5,0
269200000000,0.5,0
269300000000,0.5,0
269500000000,0.5,0
269600000000,0.5,0
269700000000,0.5,0
269800000000,0.5,0
269900000000,0.5,0
270000000000,0.5,0
270100000000,0.5,0
270200000000,0.5,0
270300000000,0.5,0
270400000000,0.5,0
270500000000,0.5,0
270600000000,0.5,0
270700000000,0.5,0
270800000000,0.5,0
270900000000,0.5,0
271000000000,0.5,0
271100000000,0.5,0
271200000000,0.5,0
271300000000,0.5,0
271400000000,0.5,0
271500000000,0.5,0
271600000000,0.5,0
271700000000,0.5,0
271800000000,0.5,0
271900000000,0.5,0
272000000000,0.5,0
272100000000,0.5,0
272200000000,0.5,0
272300000000,0.5,0
272400000000,0.5,0
272500000000,0.5,0
272600000000,0.5,0
272700000000,0.5,0
272800000000,0.5,0
272900000000,0.5,0
273000000000,0.5,0
273100000000,0.5,0
273200000000,0.5,0
273300000000,0.5,0
273400000000,0.5,0
273500000000,0.5,0
273600000000,0.5,0
273700000000,0.5,0
273800000000,0.5,0
273900000000,0,-1
274600000000,0.5,0
274700000000,0.5,0
274800000000,0.5,0
274900000000,0.5,0
275000000000,0.5,0
275100000000,0.5,0
275200000000,0.5,0
275300000000,0.5,0
275400000000,0.5,0
275500000000,0.5,0
275600000000,0.5,0
275700000000,0.5,0
275800000000,0.5,0
275900000000,0.5,0
276000000000,0.5,0
276100000000,0.5,0
276200000000,0.5,0
276300000000,0.5,0
276400000000,0.5,0
276500000000,0.5,0
276600000000,0,-1
276900000000,0.5,0
277400000000,0.5,0
277500000000,0.5,0
277600000000,0.5,0
277700000000,0.5,0
277800000000,0.5,0
277900000000,0.5,0
278000000000,0.5,0
278100000000,0.5,0
278200000000,0.5,0
278400000000,0.5,0
278500000000,0.5,0
278600000000,0.5,0
278700000000,0.5,0
278800000000,0.5,0
278900000000,0.5,0
279000000000,0.5,0
279100000000,0.5,0
279200000000,0.5,0
279300000000,0.5,0
279400000000,0.5,0
279500000000,0.5,0
279600000000,0.5,0
279700000000,0.5,0
279800000000,0.5,0
279900000000,0.5,0
280000000000,0.5,0
280100000000,0.5,0
280200000000,0,1
280400000000,0.5,0
280900000000,0.5,0
281000000000,0.5,0
281100000000,0.5,0
281200000000,0,1
281500000000,0.5,0
281900000000,0.5,0
282100000000,0.5,0
282200000000,0.5,0
282300000000,0.5,0
282400000000,0.5,0
282500000000,0.5,0
282600000000,0.5,0
282700000000,0.5,0
282800000000,0.5,0
282900000000,0.5,0
283000000000,0.5,0
283100000000,0.5,0
283200000000,0.5,0
283300000000,0.5,0
283400000000,0.5,0
283500000000,0.5,0
283600000000,0.5,0
283700000000,0.5,0
283800000000,0.5,0
283900000000,0.5,0
284000000000,0.5,0
284100000000,0.5,0
284200000000,0.5,0
284300000000,0.5,0
284400000000,0.5,0
284500000000,0.5,0
284600000000,0.5,0
284700000000,0.5,0
284800000000,0.5,0
284900000000,0.5,0
285000000000,0.5,0
285100000000,0.5,0
285200000000,0.5,0
285300000000,0.5,0
285400000000,0,1
285800000000,0.5,0
286400000000,0.5,0
286500000000,0.5,0
286600000000,0.5,0
286700000000,0.5,0
286800000000,0.5,0
286900000000,0.5,0
287000000000,0.5,0
287100000000,0.5,0
287200000000,0.5,0
287300000000,0.5,0
287400000000,0.5,0
287500000000,0.5,0
287600000000,0.5,0
287700000000,0.5,0
287900000000,0.5,0
288000000000,0.5,0
288100000000,0.5,0
288200000000,0.5,0
288300000000,0.5,0
288400000000,0.5,0
288500000000,0.5,0
288600000000,0.5,0
288700000000,0,1
289000000000,0.5,0
289500000000,0.5,0
289600000000,0.5,0
289700000000,0.5,0
289800000000,0.5,0
289900000000,0.5,0
290000000000,0.5,0
290100000000,0.5,0
290200000000,0.5,0
290300000000,0.5,0
290400000000,0.5,0
290500000000,0.5,0
290600000000,0.5,0
290700000000,0.5,0
290800000000,0.5,0
290900000000,0.5,0
